chrom	start	end	value
3	121647286	121647286	0.02
3	121648168	121648168	0
3	121712051	121712051	0
3	122290579	122290579	1
3	122345870	122345870	0
3	122354716	122354716	0
3	122630323	122630323	1
3	122630346	122630346	1
3	122864436	122864436	1
3	123385217	123385217	1
3	124196094	124196094	0
3	124351316	124351316	1
3	124379748	124379748	1
3	124379817	124379817	0.98
3	124412634	124412634	1
3	124449291	124449291	1
3	124464142	124464142	0.9773
3	124731689	124731689	0
3	124732618	124732618	1
3	124739862	124739862	0.0159
3	124739892	124739892	1
3	124748226	124748226	1
3	124802881	124802881	0
3	124802888	124802888	0
3	125250750	125250750	0
3	125266387	125266387	0
3	125301711	125301711	0
3	125701099	125701099	1
3	125775266	125775266	1
3	125826059	125826059	1
3	126194076	126194076	0
3	126202257	126202257	0
3	126218159	126218159	1
3	126218167	126218167	0
3	126219030	126219030	1
3	126219627	126219627	1
3	126228410	126228410	1
3	126451937	126451937	0
3	127434580	127434580	0.0303
3	127703085	127703085	0
3	127786822	127786822	1
3	128627021	128627021	0
3	128634037	128634037	1
3	129225418	129225418	0
3	129284818	129284818	1
3	129286413	129286413	0.9592
3	129291751	129291751	1
3	129297223	129297223	1
3	129546664	129546664	1
3	129800895	129800895	0.4393
3	130284284	130284284	1
3	130828790	130828790	0.0233
3	132068831	132068831	0
3	132075554	132075554	0
3	132166266	132166266	0
3	132186187	132186187	0.0192
3	132218623	132218623	0
3	132338346	132338346	0
3	133099245	133099245	1
3	133327457	133327457	1
3	133356790	133356790	0
3	133371471	133371471	1
3	133465283	133465283	0
3	133474328	133474328	0.0189
3	133476565	133476565	0.0132
3	133698349	133698349	1
3	133913889	133913889	0
3	134077470	134077470	1
3	134226159	134226159	1
3	134266321	134266321	0
3	134322742	134322742	1
3	134322814	134322814	0
3	135720540	135720540	1
3	135720851	135720851	0
3	135722264	135722264	1
3	136573289	136573289	1
3	136574501	136574501	1
3	136574521	136574521	1
3	136649463	136649463	1
3	137786442	137786442	0.0323
3	138033181	138033181	1
3	140178381	140178381	0
3	141326602	141326602	1
3	141497506	141497506	0
3	141932356	141932356	1
3	142222284	142222284	0.975
3	142243089	142243089	0
3	142266778	142266778	0
3	142268274	142268274	0
3	142268277	142268277	0
3	142275353	142275353	0
3	142280108	142280108	0.0274
3	142281994	142281994	0
3	142503605	142503605	0
3	142523349	142523349	0.0222
3	142524858	142524858	0.027
3	142730774	142730774	0
3	143185836	143185836	1
3	143530497	143530497	0.9863
3	143691673	143691673	1
3	143692018	143692018	1
3	145803132	145803132	0.9888
3	145824478	145824478	0
3	145912177	145912177	1
3	148759325	148759325	0.9714
3	148930218	148930218	0.0172
3	148939393	148939393	0
3	149258066	149258066	1
3	149498097	149498097	0
3	150128994	150128994	0.9762
3	150270077	150270077	0
3	151056598	151056598	0.0143
3	151056616	151056616	0
3	151143447	151143447	0
3	151155620	151155620	0
3	151155758	151155758	1
3	151545601	151545601	0.0278
3	153839959	153839959	1
3	153840162	153840162	0
3	153840389	153840389	0
3	154018887	154018887	0.9767
3	154021063	154021063	1
3	154033066	154033066	1
3	154146922	154146922	1
3	155481609	155481609	0.9867
3	155485302	155485302	1
3	155639959	155639959	0.013
3	156249214	156249214	1
3	156983414	156983414	0.9853
3	158362526	158362526	0.0278
3	158367837	158367837	0
3	160818950	160818950	0.9792
3	161221705	161221705	0
3	164699998	164699998	0.5
3	164714296	164714296	0.5447
3	164724567	164724567	0.375
3	164733721	164733721	0.4045
3	164741609	164741609	0.4844
3	164764719	164764719	0.5826
3	164772957	164772957	0.5684
3	164773057	164773057	0.5
3	164781368	164781368	0.4962
3	164783165	164783165	0.5179
3	164793648	164793648	0.5196
3	165491280	165491280	0.5163
3	169492101	169492101	0.4444
3	169514585	169514585	0.4237
3	169518455	169518455	0.3143
3	169894680	169894680	0.3774
3	170078232	170078232	0.4068
3	170732300	170732300	0.4938
3	170893070	170893070	0.4878
3	172165727	172165727	0.625
3	172224303	172224303	0.3
3	173997153	173997153	0.5476
3	176765269	176765269	0.5177
3	179137273	179137273	0.3968
3	180334623	180334623	0.5512
3	180365956	180365956	0.4046
3	180702240	180702240	0.5352
3	182603693	182603693	0.4351
3	183432983	183432983	0.5435
3	183521133	183521133	0.3438
3	183660585	183660585	0.4945
3	183754294	183754294	0.4375
3	183756742	183756742	0.5
3	183774762	183774762	0.5
3	183778010	183778010	0.4889
3	183818416	183818416	0.52
3	183904049	183904049	0.525
3	184059582	184059582	0.5
3	184063382	184063382	0.4444
3	184072459	184072459	0.5902
3	184090266	184090266	0.4815
3	184091149	184091149	0.4571
3	184289152	184289152	0.4248
3	184429414	184429414	0.5882
3	184587274	184587274	0.4118
3	184766301	184766301	0.451
3	185300395	185300395	0.3
3	185307879	185307879	0.4804
3	186006566	186006566	0.4318
3	186330969	186330969	0.4444
3	186395436	186395436	0.463
3	186953226	186953226	0.5417
3	186953321	186953321	0.4375
3	187088656	187088656	0.6494
3	187088923	187088923	0.4407
3	187447032	187447032	0.5347
3	187450128	187450128	0.5281
3	188590446	188590446	0.2821
3	189590824	189590824	0.5044
3	189590825	189590825	0.5044
3	189604149	189604149	0.4811
3	189604160	189604160	0.4615
3	189625218	189625218	0.4775
3	189688569	189688569	0.5132
3	189838018	189838018	0.4571
3	192994543	192994543	0.5161
3	193031926	193031926	0.447
3	193036783	193036783	0.4875
3	193080344	193080344	0.5273
3	193080414	193080414	0.35
3	193081122	193081122	0.3836
3	193128900	193128900	0.5254
3	193180510	193180510	0.3966
3	193180592	193180592	0.4887
3	193180661	193180661	0.466
3	193183817	193183817	0.4857
3	193365974	193365974	0.4492
3	193384203	193384203	0.5333
3	194080648	194080648	0.5124
3	194080983	194080983	0.4444
3	194081089	194081089	0.4265
3	194338423	194338423	0.5128
3	194353875	194353875	0.4783
3	194387300	194387300	0.4225
3	194842876	194842876	0.4337
3	194842877	194842877	0.45
3	194842911	194842911	0.5
3	195451697	195451697	0.6
3	195452689	195452689	0.3935
3	195453310	195453310	0.5169
3	195477791	195477791	0.5758
3	195495916	195495916	0.6
3	195506099	195506099	0.8
3	195506946	195506946	0.5556
3	195506955	195506955	0.7273
3	195508661	195508661	0.7667
3	195510341	195510341	0.4444
3	195510389	195510389	0.5957
3	195510396	195510396	0.6279
3	195514379	195514379	0.9
3	195514393	195514393	0.9
3	195514403	195514403	0.8974
3	195514407	195514407	0.9
3	195941216	195941216	0.5172
3	195955762	195955762	0.4833
3	196054439	196054439	0.5574
3	196210590	196210590	0.504
3	196435534	196435534	0.3871
3	196438826	196438826	0.3796
3	196443803	196443803	0.519
3	197659160	197659160	0.5
3	197701913	197701913	0.5146
3	197712759	197712759	0.5819
4	86798	86798	0.975
4	87113	87113	1
4	155713	155713	0.9688
4	266171	266171	0.0274
4	663908	663908	0.0566
4	727939	727939	0
4	844781	844781	0.9167
4	1164277	1164277	0.9259
4	1165130	1165130	1
4	1165131	1165131	1
4	1194594	1194594	0.9474
4	1619865	1619865	0.9762
4	1659128	1659128	0.9767
4	2343181	2343181	1
4	2444931	2444931	1
4	2513615	2513615	0.0161
4	2513624	2513624	0.9683
4	2664974	2664974	0
4	2746583	2746583	0.0179
4	2829077	2829077	0.1
4	2928413	2928413	0
4	2943361	2943361	0.0833
4	2994013	2994013	0.0482
4	3005964	3005964	0.0667
4	3006043	3006043	0.0513
4	3039150	3039150	0
4	3117168	3117168	0
4	3162056	3162056	1
4	3189547	3189547	0.029
4	3209071	3209071	0.0571
4	3213832	3213832	1
4	3257593	3257593	1
4	3263138	3263138	0.9167
4	3417845	3417845	0.9697
4	3449886	3449886	0.0417
4	3514695	3514695	0.0385
4	3514696	3514696	0.9615
4	3526786	3526786	0.9815
4	3590683	3590683	0.5676
4	3590711	3590711	0.5833
4	3769500	3769500	0.9697
4	4199083	4199083	0.9333
4	4204184	4204184	0.025
4	4239516	4239516	0.7805
4	4239539	4239539	0.7586
4	4239587	4239587	0.7526
4	4249297	4249297	0
4	4249300	4249300	0
4	4864301	4864301	0.0278
4	4864381	4864381	0
4	5795412	5795412	0
4	5803633	5803633	0.0625
4	5812195	5812195	0.0577
4	5841350	5841350	0
4	6415618	6415618	0.9783
4	6606864	6606864	0.0312
4	7435797	7435797	0
4	7436073	7436073	0.9474
4	7663167	7663167	0.9375
4	7716910	7716910	0.05
4	7765495	7765495	1
4	7774610	7774610	0.9762
4	7783163	7783163	0.96
4	7783286	7783286	0.9074
4	8230070	8230070	0.9167
4	8233750	8233750	0.0385
4	8453716	8453716	0.0137
4	8454639	8454639	1
4	8469757	8469757	0.9167
4	8582856	8582856	0
4	9784631	9784631	0
4	9943700	9943700	0.9524
4	9982191	9982191	0.0175
4	10094671	10094671	0.963
4	10094698	10094698	0.0508
4	11401012	11401012	1
4	11401087	11401087	0.9722
4	13545792	13545792	0.0833
4	15737722	15737722	0
4	15739390	15739390	0.0526
4	15964670	15964670	1
4	16020162	16020162	0.9655
4	16177817	16177817	0.0175
4	17511595	17511595	0.04
4	17707449	17707449	0.9615
4	17841465	17841465	0.0442
4	24801315	24801315	0.9535
4	25001439	25001439	0.9524
4	25005193	25005193	0.9216
4	25363901	25363901	0.0556
4	25419283	25419283	0
4	25678396	25678396	0.9643
4	25769236	25769236	0.95
4	25915648	25915648	0.8846
4	26274274	26274274	0.0215
4	26417136	26417136	0.0426
4	36069805	36069805	0.9394
4	36152584	36152584	0.0093
4	36340753	36340753	0.05
4	36345377	36345377	0.9609
4	37592128	37592128	0.6441
4	37962133	37962133	0.4333
4	38062233	38062233	0.5789
4	38930921	38930921	0.4414
4	38945169	38945169	0.4062
4	39000305	39000305	0.488
4	39466779	39466779	0.4583
4	39510175	39510175	0.4182
4	39515646	39515646	0.4362
4	39515655	39515655	0.4037
4	39515736	39515736	0.3885
4	39921942	39921942	0.4884
4	41015899	41015899	0.5507
4	41673604	41673604	0.4867
4	41984118	41984118	0.4205
4	42003671	42003671	0.5536
4	42022464	42022464	0.4727
4	42895715	42895715	0.4667
4	44682465	44682465	0.4688
4	46314593	46314593	0.5111
4	46995366	46995366	0.4615
4	47408709	47408709	0.4535
4	47951945	47951945	0.5217
4	47973171	47973171	0.5088
4	52752812	52752812	0.304
4	52896050	52896050	0.4908
4	52938243	52938243	0.4872
4	53729429	53729429	0.45
4	54011526	54011526	0.5132
4	54011603	54011603	0.4258
4	54310281	54310281	0.4157
4	54966919	54966919	0.4242
4	55968053	55968053	0.5271
4	55980456	55980456	0.3967
4	56315085	56315085	0.4107
4	56465271	56465271	0.4513
4	56471551	56471551	0.5747
4	56756531	56756531	0.4504
4	56874517	56874517	0.4693
4	57180473	57180473	0.4941
4	57180563	57180563	0.5357
4	57182647	57182647	0.5075
4	57182758	57182758	0.4483
4	57190356	57190356	0.3947
4	57194525	57194525	0.4569
4	57215677	57215677	0.5641
4	57219592	57219592	0.5745
4	57273840	57273840	0.4118
4	57516896	57516896	0.4865
4	57898728	57898728	0.4552
4	62598548	62598548	0.4314
4	62598689	62598689	0.4842
4	62800728	62800728	0.5
4	62845490	62845490	0.4722
4	66218728	66218728	0.4967
4	68376708	68376708	0.3974
4	68442968	68442968	0.5269
4	68500171	68500171	0.4909
4	68567025	68567025	0.4576
4	70160277	70160277	0.4464
4	70160309	70160309	0.5556
4	70512773	70512773	0.3882
4	70512801	70512801	0.3708
4	70620858	70620858	0.4234
4	70898907	70898907	0.4593
4	70921164	70921164	0.4902
4	71201388	71201388	0.4673
4	71396989	71396989	0.4912
4	71467593	71467593	0.5476
4	71468396	71468396	0.4674
4	71472164	71472164	0.4896
4	73615956	73615956	0.5
4	74285239	74285239	0.4588
4	74302071	74302071	0.4237
4	74310844	74310844	0.4519
4	75248434	75248434	0.4592
4	76817412	76817412	0.5283
4	77021433	77021433	0.5705
4	77021915	77021915	0.4444
4	77053834	77053834	0.3919
4	77637502	77637502	0.5862
4	77662361	77662361	0.5167
4	77817874	77817874	0.4211
4	78989672	78989672	0.5467
4	78989716	78989716	0.5225
4	79188584	79188584	0.5455
4	79202486	79202486	0.5605
4	79205699	79205699	0.375
4	79229302	79229302	0.4909
4	79334178	79334178	0.431
4	79385719	79385719	0.431
4	79387442	79387442	0.4729
4	79437155	79437155	0.5641
4	80327886	80327886	0.5
4	80828668	80828668	0.4161
4	83776174	83776174	0.5753
4	84364751	84364751	0.4717
4	84370091	84370091	0.4823
4	84374480	84374480	0.4274
4	84380955	84380955	0.5545
4	84465613	84465613	0.4274
4	85414655	85414655	0.5055
4	87024409	87024409	0.4773
4	87690998	87690998	0.4861
4	87706506	87706506	0.4694
4	88535785	88535785	0.4545
4	89306659	89306659	0.3774
4	90035549	90035549	0.4409
4	90169925	90169925	0.5254
4	90170118	90170118	0.4828
4	90743331	90743331	0.4231
4	91585003	91585003	0.3793
4	92240802	92240802	0.622
4	92240815	92240815	0.3913
4	95129238	95129238	0.6393
4	95186055	95186055	0.4561
4	95496882	95496882	0.3871
4	98893476	98893476	0.5352
4	99027137	99027137	0.4844
4	99027184	99027184	0.4
4	99824665	99824665	0.4844
4	99952710	99952710	0.4397
4	100045616	100045616	0.4969
4	100047812	100047812	0.4511
4	100048414	100048414	0.4959
4	100052733	100052733	0.4444
4	100064233	100064233	0.4947
4	100064326	100064326	0.4746
4	100356179	100356179	0.5577
4	100443720	100443720	0.4253
4	100443782	100443782	0.4353
4	100575398	100575398	0.5833
4	100575483	100575483	0.5
4	102946392	102946392	0.4643
4	103225513	103225513	0.5169
4	106196829	106196829	0.4928
4	106317429	106317429	0.4608
4	106861730	106861730	0.4588
4	106924931	106924931	0.4175
4	107133919	107133919	0.5397
4	107156462	107156462	0.5417
4	107257975	107257975	0.5745
4	107279450	107279450	0.3957
4	107279482	107279482	0.4364
4	108641317	108641317	0.52
4	109461985	109461985	0.5172
4	109735133	109735133	0.49370000000000003
4	109745336	109745336	0.5441
4	109769899	109769899	0.4
4	110442320	110442320	0.367
4	110605744	110605744	0.4848
4	110737389	110737389	0.5417
4	110756652	110756652	0.5133
4	110773067	110773067	0.5325
4	110865271	110865271	0.4701
4	110901198	110901198	0.3483
4	111409705	111409705	0.4021
4	113345147	113345147	0.55
4	113359703	113359703	0.4091
4	113362316	113362316	0.4571
4	113524723	113524723	0.5143
4	113539391	113539391	0.4538
4	113539393	113539393	0.45
4	113549989	113549989	0.4257
4	114257201	114257201	0.3902
4	114260492	114260492	0.4681
4	114276884	114276884	0.398
4	118975146	118975146	0.5652
4	118976116	118976116	0
4	121702270	121702270	0.46
4	121720771	121720771	0.4845
4	121720941	121720941	0.4336
4	121958091	121958091	0.4412
4	121958187	121958187	0.5185
4	121958691	121958691	0.4545
4	121958697	121958697	0.507
4	122257945	122257945	0.375
4	122261596	122261596	0.5204
4	123145751	123145751	0.442
4	123229132	123229132	0.5636
4	123536963	123536963	0.4615
4	126237971	126237971	0.4211
4	126238924	126238924	0.6235
4	126239986	126239986	0.4407
4	126240510	126240510	0.431
4	126241871	126241871	0.466
4	126372742	126372742	0.5124
4	126411594	126411594	0.5357
4	126412575	126412575	0.5242
4	128726235	128726235	0.4625
4	128741710	128741710	0.442
4	128910966	128910966	0.5263
4	129012181	129012181	0.4179
4	129100643	129100643	0.5068
4	129867280	129867280	0.4615
4	129913345	129913345	0.4276
4	135121066	135121066	0.506
4	138442525	138442525	0.4286
4	138442527	138442527	0.4286
4	140417671	140417671	0.58
4	141543997	141543997	0.6571
4	141600320	141600320	0.4318
4	143067054	143067054	0.519
4	143235865	143235865	0.4424
4	144442735	144442735	0.5
4	144619314	144619314	0.4571
4	144794616	144794616	0.3986
4	146653620	146653620	0.6104
4	146682333	146682333	0.6625
4	147788709	147788709	0.4959
4	147824864	147824864	0.3696
4	149035449	149035449	0.5096
4	151199080	151199080	0.4375
4	151719263	151719263	0.4142
4	151765336	151765336	0.413
4	153573661	153573661	0.4561
4	154479430	154479430	0.5195
4	154513627	154513627	0.5088
4	154513722	154513722	0.5455
4	154625409	154625409	0.4595
4	154625682	154625682	0.5278
4	154631587	154631587	0.4452
4	155156875	155156875	0.4036
4	155157871	155157871	0.4316
4	155158090	155158090	0.425
4	155219318	155219318	0.531
4	155219361	155219361	0.5333
4	155219560	155219560	0.0132
4	155459194	155459194	0.4228
4	156135676	156135676	0.6024
4	156136027	156136027	0.5417
4	156276289	156276289	0.4034
4	156276317	156276317	0.3671
4	156289900	156289900	0.4304
4	156289917	156289917	0.4513
4	157557726	157557726	0.3896
4	158238830	158238830	0.3772
4	164433954	164433954	0.5895
4	164435265	164435265	0.4259
4	164466824	164466824	0.3978
4	165878609	165878609	0.4632
4	166006743	166006743	0.4333
4	166231868	166231868	0.4878
4	166258905	166258905	0.4257
4	166262852	166262852	0.4563
4	166262864	166262864	0.432
4	166416765	166416765	0.4107
4	168004426	168004426	0.4362
4	168155178	168155178	0.5081
4	169098914	169098914	0.4767
4	169282355	169282355	0.5833
4	169317081	169317081	0.439
4	169317082	169317082	0.5287
4	169393595	169393595	0.5051
4	170077789	170077789	0.5
4	170634390	170634390	0.3648
4	173803914	173803914	0.4865
4	174090004	174090004	0.5055
4	174448385	174448385	0.4675
4	175237408	175237408	0.4943
4	175443156	175443156	0.4175
4	177113836	177113836	0.4011
4	178352679	178352679	0.4474
4	178361621	178361621	0.3919
4	178363378	178363378	0.4444
4	183090436	183090436	0.4545
4	183836206	183836206	0.513
4	184600601	184600601	0.4756
4	185687863	185687863	0.55
4	185999543	185999543	0.4483
4	185999587	185999587	0.4068
4	186111639	186111639	0.4359
4	186380295	186380295	0.4237
4	187113041	187113041	0.4561
4	187539588	187539588	0.4198
4	187540996	187540996	0.4667
4	189061036	189061036	0.48
4	190862182	190862182	0.4688
4	190903688	190903688	0.5893
4	190905506	190905506	0.3621
5	224684	224684	0.2258
5	434722	434722	0.338
5	442675	442675	0.4237
5	453583	453583	0.4035
5	462465	462465	0.5333
5	464558	464558	0.6832
5	475104	475104	0.6579
5	476353	476353	0.4017
5	665280	665280	0.4507
5	843723	843723	0.3558
5	843815	843815	0.8
5	1038088	1038088	0.7222
5	1063978	1063978	0.3559
5	1217074	1217074	0.6421
5	1219611	1219611	0.6105
5	1225613	1225613	0.625
5	1225626	1225626	0.6301
5	1232408	1232408	0.6036
5	1240757	1240757	0.3676
5	1409985	1409985	0.3393
5	1880865	1880865	0.4167
5	2749057	2749057	0.5692
5	5187776	5187776	0.3415
5	5200281	5200281	0.4651
5	5436609	5436609	0.6
5	5464533	5464533	0.5045
5	9154659	9154659	0.5439
5	9265602	9265602	0.6617
5	10250430	10250430	0.3204
5	10250443	10250443	0.299
5	10256161	10256161	0.3548
5	10261966	10261966	0.3448
5	10262740	10262740	0.4565
5	10505585	10505585	0.4512
5	10638180	10638180	0.5843
5	10973727	10973727	0.6538
5	10986772	10986772	0.6598
5	13850739	13850739	0.5667
5	13919255	13919255	0.395
5	14420027	14420027	0.5128
5	14498727	14498727	0.2911
5	14751399	14751399	0.3636
5	14769103	14769103	0.4277
5	16676103	16676103	0.5714
5	16711087	16711087	0.359
5	16769273	16769273	0.2437
5	19520932	19520932	0.5743
5	23527777	23527777	0.3607
5	26903557	26903557	0.3571
5	31302288	31302288	0.2987
5	31317529	31317529	0.3548
5	31317952	31317952	0.4156
5	31401447	31401447	0.2688
5	31409252	31409252	0.5565
5	31410923	31410923	0.6329
5	31423007	31423007	0.6091
5	31515657	31515657	0.3798
5	32074173	32074173	0.5912
5	32087326	32087326	0.5778
5	32087430	32087430	0.6098
5	32088500	32088500	0.5349
5	32789852	32789852	0.5636
5	33549387	33549387	0.6167
5	33989518	33989518	0.3355
5	34824555	34824555	0.6647
5	34830788	34830788	0.6959
5	34863034	34863034	0.6142
5	34908877	34908877	0.5102
5	34915948	34915948	0.6063
5	35641582	35641582	0.6467
5	35643615	35643615	0.5487
5	35654711	35654711	0.5833
5	35702306	35702306	0.3304
5	35962984	35962984	0.5638
5	35965970	35965970	0.561
5	37019354	37019354	0.3436
5	37036492	37036492	0.3028
5	37341352	37341352	0.2527
5	37688094	37688094	0.6727
5	38490271	38490271	0.2556
5	38821226	38821226	0.2059
5	38919158	38919158	0.6213
5	38955796	38955796	0.6489
5	39342308	39342308	0.5333
5	39364474	39364474	0.2628
5	40841741	40841741	0.3228
5	40955561	40955561	0.636
5	40964885	40964885	0.5938
5	40998235	40998235	0.3333
5	41008780	41008780	0.2586
5	41154150	41154150	0.3917
5	43292908	43292908	0.3972
5	43297144	43297144	0.3864
5	43505993	43505993	0.3363
5	44809446	44809446	0.3314
5	50685505	50685505	0.4412
5	52322721	52322721	0.4157
5	52404312	52404312	0.6022
5	52979097	52979097	0.4316
5	53815066	53815066	0.4762
5	54252345	54252345	0.5221
5	54253555	54253555	0.4762
5	54253581	54253581	0.4375
5	54420799	54420799	0.3958
5	54433393	54433393	0.4455
5	55149407	55149407	0.4248
5	55179052	55179052	0.437
5	56178217	56178217	0.4242
5	60982841	60982841	0.5401
5	61772530	61772530	0.5214
5	64881936	64881936	0.5182
5	64954159	64954159	0.505
5	65108215	65108215	0.5556
5	66085585	66085585	0.4608
5	68400583	68400583	0.4118
5	68417643	68417643	0.35
5	70751818	70751818	0.4483
5	70806649	70806649	0.5405
5	70806958	70806958	0.5238
5	70948618	70948618	0.419
5	71016481	71016481	0.5417
5	71524163	71524163	0.4684
5	72419267	72419267	0.4407
5	73109488	73109488	0.4276
5	73142296	73142296	0.4571
5	73148481	73148481	0.5282
5	73163831	73163831	0.5818
5	73163965	73163965	0.4906
5	75003678	75003678	0.4483
5	75008193	75008193	0.5514
5	75427935	75427935	0.5581
5	75993939	75993939	0.6742
5	76734084	76734084	0.2593
5	78135276	78135276	0.2897
5	78326750	78326750	0.6646
5	78373431	78373431	0.3651
5	79095417	79095417	0.3034
5	79172136	79172136	0.25
5	79616083	79616083	0.6129
5	79616936	79616936	0.5828
5	80600619	80600619	0.3768
5	80604430	80604430	0.2809
5	81354389	81354389	0.259
5	81572184	81572184	0.6347
5	83360520	83360520	0.1644
5	85583507	85583507	0.2848
5	85583651	85583651	0.713
5	86695274	86695274	0.2671
5	88416354	88416354	0.6098
5	89703641	89703641	0.319
5	89769647	89769647	0.6667
5	90024735	90024735	0.3333
5	93722050	93722050	0.6806
5	94206202	94206202	0.6707
5	94278129	94278129	0.6393
5	95728974	95728974	0.2613
5	95768530	95768530	0.3276
5	96031569	96031569	0.2857
5	96513471	96513471	0.5752
5	98195818	98195818	0.2786
5	101816104	101816104	0.6792
5	109960989	109960989	0.6637
5	110079450	110079450	0.6404
5	110408652	110408652	0.3653
5	110784822	110784822	0.259
5	111013695	111013695	0.595
5	111481600	111481600	0.3267
5	111497307	111497307	0.2917
5	111545670	111545670	0.6203
5	112173250	112173250	0.5956
5	112312528	112312528	0.2769
5	112349070	112349070	0.6626
5	112379289	112379289	0.6111
5	112406862	112406862	0.234
5	112770027	112770027	0.2353
5	112823998	112823998	0.6538
5	112824039	112824039	0.6589
5	112884728	112884728	0.3852
5	112929013	112929013	0.3895
5	113698544	113698544	0.25
5	115176589	115176589	0.2743
5	115249078	115249078	0.2022
5	115298977	115298977	0.3818
5	115358190	115358190	0.2877
5	115394626	115394626	0.6716
5	118506603	118506603	0.7283
5	118837833	118837833	0.2542
5	118837834	118837834	0.2586
5	120021817	120021817	0.6374
5	121518309	121518309	0.3433
5	122165317	122165317	0.6879
5	122425832	122425832	0.3828
5	123966123	123966123	0.7544
5	126140522	126140522	0.25
5	126171974	126171974	0.2975
5	126746277	126746277	0.4
5	126887569	126887569	0.598
5	127469859	127469859	0.7054
5	128301971	128301971	0.2857
5	130766662	130766662	0.3158
5	131602166	131602166	0.2222
5	131607300	131607300	0.3252
5	131705949	131705949	0.6712
5	131755651	131755651	0.5934
5	131995964	131995964	0.6738
5	132042146	132042146	0.6829
5	132435253	132435253	0.2978
5	132535046	132535046	0.767
5	134343799	134343799	0.6667
5	134782414	134782414	0.3115
5	135178124	135178124	0.2062
5	135178142	135178142	0.2073
5	135223713	135223713	0.3494
5	135276814	135276814	0.646
5	135287013	135287013	0.4154
5	135382989	135382989	0.7031
5	135398279	135398279	0.2874
5	135508381	135508381	0.7124
5	137475787	137475787	0.35
5	137664241	137664241	0.7006
5	137665323	137665323	0.3101
5	137710013	137710013	0.6375
5	137733891	137733891	0.6744
5	138362450	138362450	0.6898
5	139906014	139906014	0.339
5	140057535	140057535	0.5352
5	140476653	140476653	0.1569
5	140476654	140476654	0.1633
5	140480852	140480852	0.4632
5	140481475	140481475	0.3107
5	140502177	140502177	0.6612
5	140502343	140502343	0.2421
5	140502344	140502344	0.2421
5	140530529	140530529	0.5818
5	140532165	140532165	0.2769
5	140554606	140554606	0.5644
5	140557779	140557779	0.3056
5	140559849	140559849	0.3363
5	140563173	140563173	0.3059
5	140567264	140567264	0.7041
5	140567445	140567445	0.6435
5	140568026	140568026	0.6609
5	140581220	140581220	0.6818
5	140773738	140773738	0.7143
5	140802518	140802518	0
5	141021294	141021294	0.2803
5	141029072	141029072	0.6122
5	141309824	141309824	0.3673
5	141335241	141335241	0.7523
5	141335284	141335284	0.7761
5	141335498	141335498	0.2877
5	141336264	141336264	0.6887
5	141337126	141337126	0.6757
5	141337225	141337225	0.6567
5	142254679	142254679	0.6293
5	145442133	145442133	0.3521
5	146619206	146619206	0.7
5	146971279	146971279	0.2843
5	147011024	147011024	0.5968
5	147012291	147012291	0.2987
5	147024476	147024476	0.289
5	147024509	147024509	0.2697
5	147468614	147468614	0.2794
5	147479991	147479991	0.3059
5	147480112	147480112	0.336
5	147505116	147505116	0.2574
5	147554889	147554889	0.5674
5	148206440	148206440	0.3704
5	148206473	148206473	0.3481
5	148578636	148578636	0.2556
5	148610276	148610276	0.7226
5	148627252	148627252	0.5524
5	149001551	149001551	0.5818
5	149374932	149374932	0.6466
5	149583300	149583300	0.4962
5	149583336	149583336	0.4912
5	149597160	149597160	0.5679
5	149772280	149772280	0.6642
5	149901373	149901373	0.6579
5	149907533	149907533	0.6044
5	149907602	149907602	0.6667
5	149914631	149914631	0.2955
5	150425467	150425467	0.5952
5	150480520	150480520	0.2955
5	150565008	150565008	0.7215
5	150639409	150639409	0.2424
5	150639415	150639415	0.7398
5	150639439	150639439	0.2796
5	150667016	150667016	0.3889
5	150901111	150901111	0.6446
5	150901300	150901300	0.5818
5	150925144	150925144	0.7059
5	150945483	150945483	0.5469
5	150945862	150945862	0.76
5	150945931	150945931	0.7333
5	150946132	150946132	0.75
5	150946436	150946436	0.6311
5	151043103	151043103	0.3625
5	151171705	151171705	0.629
5	153029960	153029960	0.3014
5	153382518	153382518	0.3248
5	153783587	153783587	0.6559
5	154299581	154299581	0.5784
5	154307070	154307070	0.2963
5	156747669	156747669	0.3505
5	156770133	156770133	0.3571
5	156936364	156936364	0.3279
5	157078475	157078475	0.2097
5	157098756	157098756	0.3167
5	157102185	157102185	0.2917
5	157106968	157106968	0.3577
5	158750013	158750013	0.3333
5	159912418	159912418	0.4918
5	160016684	160016684	0.5948
5	161114522	161114522	0.4128
5	161292685	161292685	0.6027
5	161529631	161529631	0.5412
5	162902516	162902516	0.5622
5	162909687	162909687	0.6082
5	166802198	166802198	0.2877
5	167489093	167489093	0.6579
5	167850748	167850748	0.4865
5	167895953	167895953	0.6144
5	167913510	167913510	0.6118
5	167943827	167943827	0.5975
5	168212951	168212951	0.642
5	169685163	169685163	0.3069
5	170395512	170395512	0.6573
5	170597190	170597190	0.2584
5	170632770	170632770	0.3448
5	171201499	171201499	0.2449
5	171774363	171774363	0.5448
5	172447762	172447762	0.6699
5	174937193	174937193	0.6239
5	175110779	175110779	0.3107
5	175528527	175528527	0.5786
5	175956271	175956271	0.3441
5	176002144	176002144	0.2946
5	176002542	176002542	0.6632
5	176002707	176002707	0.75
5	176011264	176011264	0.2952
5	176017455	176017455	0.3543
5	176314459	176314459	0.44
